Monthly Mean Global Surface Temperature
Year+Month,Station,Land+Ocean
1958.21,0.19,0.11
1958.29,0.09,0.03
1958.38,0.12,0.07
1958.46,-0.17,-0.07
1958.54,0.08,0.05
1958.63,-0.09,-0.03
1958.71,-0.06,-0.02
1958.79,0.10,0.05
1958.88,0.09,0.02
1958.96,-0.06,0.01
1959.04,0.04,0.08
1959.13,0.10,0.09
1959.21,0.25,0.18
1959.29,0.19,0.13
1959.38,0.00,0.04
1959.46,0.09,0.03
1959.54,0.11,0.06
1959.63,0.01,-0.01
1959.71,-0.12,-0.06
1959.79,-0.09,-0.09
1959.88,-0.08,-0.09
1959.96,0.10,-0.01
1960.04,0.08,-0.01
1960.13,0.27,0.16
1960.21,-0.46,-0.34
1960.29,-0.20,-0.14
1960.38,-0.13,-0.07
1960.46,-0.01,-0.04
1960.54,-0.11,-0.03
1960.63,0.07,0.02
1960.71,0.09,0.07
1960.79,0.13,0.07
1960.88,-0.10,-0.12
1960.96,0.17,0.18
1961.04,0.09,0.07
1961.13,0.22,0.19
1961.21,0.03,0.09
1961.29,0.13,0.12
1961.38,0.18,0.12
1961.46,0.13,0.11
1961.54,0.01,0.00
1961.63,0.08,0.03
1961.71,0.16,0.07
1961.79,0.10,0.00
1961.88,0.08,0.03
1961.96,-0.13,-0.15
1962.04,0.08,0.07
1962.13,0.16,0.14
1962.21,0.11,0.12
1962.29,0.06,0.04
1962.38,-0.10,-0.04
1962.46,0.05,0.04
1962.54,-0.12,0.02
1962.63,-0.07,-0.01
1962.71,0.01,0.01
1962.79,0.03,0.00
1962.88,0.10,0.07
1962.96,0.01,0.00
1963.04,-0.01,-0.02
1963.13,0.25,0.20
1963.21,-0.22,-0.14
1963.29,-0.18,-0.06
1963.38,-0.13,-0.04
1963.46,0.03,0.05
1963.54,0.06,0.09
1963.63,0.19,0.27
1963.71,0.22,0.20
1963.79,0.10,0.15
1963.88,0.06,0.15
1963.96,-0.05,-0.01
1964.04,-0.06,-0.08
1964.13,-0.16,-0.13
1964.21,-0.27,-0.23
1964.29,-0.36,-0.32
1964.38,-0.33,-0.25
1964.46,-0.13,-0.02
1964.54,-0.08,-0.03
1964.63,-0.29,-0.21
1964.71,-0.37,-0.29
1964.79,-0.34,-0.31
1964.88,-0.21,-0.21
1964.96,-0.34,-0.30
1965.04,-0.05,-0.08
1965.13,-0.17,-0.17
1965.21,-0.12,-0.11
1965.29,-0.29,-0.19
1965.38,-0.16,-0.14
1965.46,-0.15,-0.09
1965.54,-0.26,-0.12
1965.63,-0.08,-0.03
1965.71,-0.27,-0.16
1965.79,-0.09,-0.05
1965.88,-0.13,-0.07
1965.96,-0.18,-0.06
1966.04,-0.22,-0.17
1966.13,-0.03,0.00
1966.21,0.14,0.05
1966.29,-0.09,-0.13
1966.38,-0.10,-0.11
1966.46,-0.04,0.01
1966.54,0.11,0.09
1966.63,-0.10,-0.08
1966.71,-0.02,-0.02
1966.79,-0.26,-0.15
1966.88,-0.05,-0.02
1966.96,-0.08,-0.05
1967.04,-0.08,-0.06
1967.13,-0.26,-0.21
1967.21,0.01,0.04
1967.29,-0.09,-0.05
1967.38,0.17,0.15
1967.46,-0.13,-0.08
1967.54,0.05,0.01
1967.63,0.03,0.01
1967.71,0.00,-0.06
1967.79,0.11,0.09
1967.88,0.00,-0.07
1967.96,0.00,-0.03
1968.04,-0.21,-0.25
1968.13,-0.17,-0.15
1968.21,0.32,0.21
1968.29,-0.09,-0.06
1968.38,-0.18,-0.13
1968.46,-0.11,-0.08
1968.54,-0.13,-0.12
1968.63,-0.08,-0.09
1968.71,-0.27,-0.18
1968.79,0.06,0.11
1968.88,-0.07,-0.03
1968.96,-0.21,-0.13
1969.04,-0.16,-0.11
1969.13,-0.26,-0.14
1969.21,-0.10,0.01
1969.29,0.12,0.18
1969.38,0.16,0.19
1969.46,0.04,0.05
1969.54,-0.02,-0.02
1969.63,-0.09,0.03
1969.71,0.01,0.09
1969.79,0.08,0.13
1969.88,0.09,0.13
1969.96,0.33,0.28
1970.04,0.04,0.09
1970.13,0.27,0.22
1970.21,0.11,0.08
1970.29,0.12,0.09
1970.38,-0.05,-0.04
1970.46,0.12,-0.02
1970.54,0.09,-0.02
1970.63,-0.07,-0.09
1970.71,0.16,0.11
1970.79,0.11,0.06
1970.88,0.04,0.02
1970.96,-0.10,-0.12
1971.04,-0.02,-0.02
1971.13,-0.14,-0.20
1971.21,-0.20,-0.17
1971.29,-0.04,-0.08
1971.38,-0.07,-0.05
1971.46,-0.20,-0.19
1971.54,-0.09,-0.11
1971.63,0.03,-0.03
1971.71,0.01,-0.05
1971.79,-0.02,-0.06
1971.88,-0.11,-0.05
1971.96,-0.05,-0.09
1972.04,-0.29,-0.24
1972.13,-0.31,-0.17
1972.21,-0.07,0.02
1972.29,-0.05,0.00
1972.38,-0.03,-0.04
1972.46,0.07,0.05
1972.54,0.06,0.00
1972.63,0.19,0.17
1972.71,0.05,0.02
1972.79,-0.03,0.09
1972.88,-0.06,0.03
1972.96,0.14,0.19
1973.04,0.25,0.28
1973.13,0.31,0.30
1973.21,0.36,0.26
1973.29,0.34,0.26
1973.38,0.34,0.25
1973.46,0.27,0.17
1973.54,0.20,0.10
1973.63,0.05,0.03
1973.71,0.11,0.09
1973.79,0.19,0.14
1973.88,0.10,0.06
1973.96,-0.02,-0.06
1974.04,-0.07,-0.15
1974.13,-0.24,-0.29
1974.21,-0.02,-0.06
1974.29,-0.08,-0.12
1974.38,0.02,-0.03
1974.46,0.01,-0.07
1974.54,-0.03,-0.05
1974.63,0.12,0.10
1974.71,-0.16,-0.12
1974.79,-0.08,-0.08
1974.88,-0.08,-0.07
1974.96,-0.04,-0.09
1975.04,0.06,0.06
1975.13,0.09,0.06
1975.21,0.13,0.13
1975.29,0.04,0.04
1975.38,0.26,0.16
1975.46,0.04,0.00
1975.54,0.06,-0.01
1975.63,-0.26,-0.19
1975.71,-0.03,-0.03
1975.79,-0.04,-0.10
1975.88,-0.06,-0.16
1975.96,-0.22,-0.17
1976.04,-0.02,-0.02
1976.13,-0.08,-0.06
1976.21,-0.31,-0.21
1976.29,-0.24,-0.09
1976.38,-0.24,-0.24
1976.46,-0.18,-0.16
1976.54,-0.17,-0.10
1976.63,-0.24,-0.15
1976.71,-0.16,-0.09
1976.79,-0.37,-0.27
1976.88,-0.17,-0.04
1976.96,-0.03,0.10
1977.04,0.14,0.19
1977.13,0.22,0.22
1977.21,0.30,0.24
1977.29,0.30,0.27
1977.38,0.29,0.30
1977.46,0.31,0.24
1977.54,0.30,0.20
1977.63,0.28,0.15
1977.71,-0.09,0.00
1977.79,0.00,0.02
1977.88,0.24,0.17
1977.96,0.14,0.02
1978.04,0.13,0.06
1978.13,0.20,0.14
1978.21,0.27,0.21
1978.29,0.27,0.15
1978.38,0.20,0.06
1978.46,0.03,-0.02
1978.54,0.19,0.03
1978.63,-0.15,-0.18
1978.71,0.15,0.05
1978.79,0.04,0.00
1978.88,0.14,0.15
1978.96,0.11,0.10
1979.04,0.17,0.12
1979.13,-0.10,-0.11
1979.21,0.25,0.18
1979.29,0.19,0.12
1979.38,0.09,0.05
1979.46,0.21,0.13
1979.54,0.04,0.02
1979.63,0.13,0.13
1979.71,0.29,0.25
1979.79,0.27,0.24
1979.88,0.30,0.28
1979.96,0.52,0.47
1980.04,0.36,0.30
1980.13,0.46,0.42
1980.21,0.41,0.30
1980.29,0.44,0.33
1980.38,0.46,0.35
1980.46,0.22,0.17
1980.54,0.37,0.28
1980.63,0.31,0.23
1980.71,0.32,0.19
1980.79,0.24,0.18
1980.88,0.29,0.29
1980.96,0.19,0.19
1981.04,0.62,0.55
1981.13,0.57,0.41
1981.21,0.66,0.49
1981.29,0.50,0.31
1981.38,0.33,0.24
1981.46,0.38,0.31
1981.54,0.51,0.34
1981.63,0.54,0.32
1981.71,0.28,0.16
1981.79,0.11,0.13
1981.88,0.22,0.24
1981.96,0.48,0.43
1982.04,0.12,0.10
1982.13,0.25,0.16
1982.21,0.00,-0.01
1982.29,0.03,0.09
1982.38,0.25,0.15
1982.46,0.05,0.05
1982.54,0.18,0.13
1982.63,0.08,0.07
1982.71,0.10,0.14
1982.79,0.02,0.13
1982.88,0.13,0.15
1982.96,0.41,0.42
1983.04,0.50,0.52
1983.13,0.41,0.40
1983.21,0.48,0.42
1983.29,0.41,0.31
1983.38,0.48,0.36
1983.46,0.28,0.20
1983.54,0.21,0.17
1983.63,0.46,0.33
1983.71,0.56,0.39
1983.79,0.34,0.16
1983.88,0.33,0.32
1983.96,0.18,0.17
1984.04,0.24,0.30
1984.13,0.16,0.17
1984.21,0.37,0.29
1984.29,0.15,0.08
1984.38,0.46,0.33
1984.46,0.04,0.05
1984.54,0.19,0.17
1984.63,0.27,0.16
1984.71,0.27,0.21
1984.79,0.22,0.16
1984.88,0.11,0.06
1984.96,0.03,-0.05
1985.04,0.32,0.22
1985.13,0.03,-0.06
1985.21,0.27,0.17
1985.29,0.21,0.11
1985.38,0.22,0.17
1985.46,0.27,0.18
1985.54,0.03,-0.01
1985.63,0.36,0.15
1985.71,0.26,0.15
1985.79,0.14,0.12
1985.88,0.09,0.09
1985.96,0.14,0.15
1986.04,0.39,0.29
1986.13,0.51,0.38
1986.21,0.40,0.28
1986.29,0.43,0.24
1986.38,0.33,0.24
1986.46,0.13,0.11
1986.54,0.15,0.11
1986.63,0.21,0.12
1986.71,0.03,0.00
1986.79,0.11,0.13
1986.88,0.12,0.11
1986.96,0.20,0.16
1987.04,0.43,0.36
1987.13,0.53,0.45
1987.21,0.25,0.16
1987.29,0.38,0.23
1987.38,0.29,0.25
1987.46,0.55,0.37
1987.54,0.58,0.45
1987.63,0.26,0.28
1987.71,0.36,0.39
1987.79,0.34,0.31
1987.88,0.29,0.25
1987.96,0.56,0.47
1988.04,0.66,0.57
1988.13,0.48,0.43
1988.21,0.62,0.51
1988.29,0.49,0.45
1988.38,0.61,0.43
1988.46,0.59,0.43
1988.54,0.44,0.34
1988.63,0.56,0.46
1988.71,0.55,0.41
1988.79,0.55,0.39
1988.88,0.18,0.12
1988.96,0.38,0.33
1989.04,0.25,0.15
1989.13,0.45,0.34
1989.21,0.44,0.36
1989.29,0.42,0.33
1989.38,0.18,0.16
1989.46,0.15,0.14
1989.54,0.48,0.33
1989.63,0.51,0.37
1989.71,0.53,0.36
1989.79,0.43,0.31
1989.88,0.22,0.20
1989.96,0.40,0.38
1990.04,0.52,0.40
1990.13,0.41,0.41
1990.21,0.85,0.76
1990.29,0.64,0.55
1990.38,0.55,0.46
1990.46,0.46,0.38
1990.54,0.62,0.43
1990.63,0.42,0.30
1990.71,0.31,0.29
1990.79,0.51,0.41
1990.88,0.54,0.45
1990.96,0.47,0.40
1991.04,0.50,0.40
1991.13,0.62,0.49
1991.21,0.48,0.35
1991.29,0.74,0.52
1991.38,0.43,0.38
1991.46,0.70,0.52
1991.54,0.63,0.47
1991.63,0.57,0.39
1991.71,0.63,0.48
1991.79,0.36,0.30
1991.88,0.33,0.31
1991.96,0.33,0.32
1992.04,0.51,0.44
1992.13,0.43,0.42
1992.21,0.54,0.47
1992.29,0.24,0.24
1992.38,0.27,0.32
1992.46,0.30,0.25
1992.54,0.09,0.12
1992.63,0.14,0.08
1992.71,-0.03,0.00
1992.79,0.09,0.09
1992.88,0.03,0.03
1992.96,0.25,0.21
1993.04,0.39,0.37
1993.13,0.42,0.38
1993.21,0.34,0.36
1993.29,0.31,0.27
1993.38,0.28,0.27
1993.46,0.28,0.25
1993.54,0.40,0.28
1993.63,0.22,0.13
1993.71,0.10,0.10
1993.79,0.24,0.22
1993.88,0.10,0.07
1993.96,0.20,0.17
1994.04,0.40,0.27
1994.13,0.09,0.02
1994.21,0.28,0.27
1994.29,0.54,0.41
1994.38,0.28,0.28
1994.46,0.58,0.42
1994.54,0.42,0.31
1994.63,0.27,0.21
1994.71,0.42,0.29
1994.79,0.42,0.41
1994.88,0.52,0.47
1994.96,0.44,0.36
1995.04,0.57,0.50
1995.13,0.91,0.78
1995.21,0.53,0.45
1995.29,0.59,0.47
1995.38,0.39,0.26
1995.46,0.51,0.41
1995.54,0.64,0.47
1995.63,0.59,0.47
1995.71,0.47,0.33
1995.79,0.68,0.47
1995.88,0.55,0.45
1995.96,0.41,0.28
1996.04,0.43,0.25
1996.13,0.62,0.48
1996.21,0.46,0.32
1996.29,0.51,0.36
1996.38,0.36,0.27
1996.46,0.34,0.25
1996.54,0.59,0.35
1996.63,0.77,0.48
1996.71,0.44,0.25
1996.79,0.34,0.18
1996.88,0.52,0.41
1996.96,0.55,0.41
1997.04,0.49,0.32
1997.13,0.56,0.38
1997.21,0.67,0.53
1997.29,0.41,0.36
1997.38,0.44,0.36
1997.46,0.68,0.54
1997.54,0.35,0.35
1997.63,0.46,0.41
1997.71,0.51,0.53
1997.79,0.62,0.63
1997.88,0.73,0.65
1997.96,0.70,0.59
1998.04,0.73,0.60
1998.13,1.21,0.90
1998.21,0.85,0.63
1998.29,0.83,0.64
1998.38,0.93,0.69
1998.46,1.03,0.77
1998.54,0.92,0.68
1998.63,0.85,0.66
1998.71,0.58,0.41
1998.79,0.68,0.44
1998.88,0.65,0.49
1998.96,0.78,0.56
1999.04,0.67,0.47
1999.13,0.85,0.65
1999.21,0.49,0.34
1999.29,0.41,0.33
1999.38,0.49,0.31
1999.46,0.63,0.37
1999.54,0.63,0.38
1999.63,0.54,0.31
1999.71,0.65,0.40
1999.79,0.64,0.39
1999.88,0.58,0.38
1999.96,0.52,0.44
2000.04,0.30,0.24
2000.13,0.78,0.56
2000.21,0.70,0.58
2000.29,0.75,0.57
2000.38,0.57,0.36
2000.46,0.69,0.41
2000.54,0.63,0.39
2000.63,0.61,0.42
2000.71,0.56,0.40
2000.79,0.34,0.28
2000.88,0.48,0.32
2000.96,0.49,0.29
2001.04,0.58,0.42
2001.13,0.62,0.44
2001.21,0.68,0.56
2001.29,0.60,0.51
2001.38,0.74,0.57
2001.46,0.66,0.54
2001.54,0.72,0.61
2001.63,0.64,0.48
2001.71,0.71,0.54
2001.79,0.62,0.50
2001.88,0.79,0.70
2001.96,0.73,0.56
2002.04,0.97,0.75
2002.13,0.90,0.76
2002.21,1.13,0.90
2002.29,0.80,0.57
2002.38,0.87,0.63
2002.46,0.64,0.55
2002.54,0.84,0.61
2002.63,0.68,0.53
2002.71,0.82,0.63
2002.79,0.64,0.55
2002.88,0.71,0.58
2002.96,0.55,0.44
2003.04,0.94,0.73
2003.13,0.76,0.55
2003.21,0.74,0.58
2003.29,0.71,0.54
2003.38,0.88,0.61
2003.46,0.65,0.48
2003.54,0.66,0.54
2003.63,0.87,0.66
2003.71,0.82,0.64
2003.79,0.85,0.74
2003.88,0.66,0.53
2003.96,0.89,0.74
2004.04,0.74,0.58
2004.13,0.94,0.72
2004.21,0.85,0.64
2004.29,0.77,0.62
2004.38,0.49,0.40
2004.46,0.68,0.44
2004.54,0.24,0.24
2004.63,0.60,0.44
2004.71,0.60,0.51
2004.79,0.83,0.64
2004.88,0.89,0.71
2004.96,0.67,0.48
2005.04,0.97,0.70
2005.13,0.87,0.55
2005.21,0.97,0.71
2005.29,0.85,0.68
2005.38,0.76,0.63
2005.46,0.84,0.66
2005.54,0.81,0.65
2005.63,0.75,0.62
2005.71,0.99,0.75
2005.79,1.00,0.76
2005.88,0.91,0.73
2005.96,0.91,0.66
2006.04,0.78,0.56
2006.13,0.93,0.70
2006.21,0.82,0.63
2006.29,0.70,0.49
2006.38,0.51,0.46
2006.46,0.78,0.64
2006.54,0.67,0.53
2006.63,0.84,0.70
2006.71,0.75,0.63
2006.79,0.83,0.67
2006.88,0.86,0.70
2006.96,0.90,0.74
2007.04,1.23,0.95
2007.13,0.95,0.71
2007.21,0.94,0.70
2007.29,0.97,0.75
2007.38,0.95,0.66
2007.46,0.67,0.58
2007.54,0.80,0.61
2007.63,0.86,0.58
2007.71,0.83,0.61
2007.79,0.81,0.57
2007.88,0.74,0.56
2007.96,0.73,0.47
2008.04,0.49,0.23
2008.13,0.47,0.35
2008.21,0.92,0.74
2008.29,0.69,0.52
2008.38,0.58,0.48
2008.46,0.54,0.47
2008.54,0.74,0.59
2008.63,0.43,0.44
2008.71,0.84,0.63
2008.79,0.75,0.64
2008.88,0.82,0.66
2008.96,0.74,0.53
2009.04,0.76,0.61
2009.13,0.76,0.51
2009.21,0.67,0.52
2009.29,0.76,0.59
2009.38,0.85,0.65
2009.46,0.82,0.65
2009.54,0.89,0.71
2009.63,0.87,0.67
2009.71,0.92,0.69
2009.79,0.75,0.65
2009.88,0.85,0.77
2009.96,0.78,0.66
2010.04,0.98,0.73
2010.13,1.07,0.80
2010.21,1.15,0.92
2010.29,1.01,0.85
2010.38,0.97,0.73
2010.46,0.87,0.63
2010.54,0.74,0.59
2010.63,0.84,0.64
2010.71,0.88,0.59
2010.79,0.96,0.69
2010.88,1.02,0.78
2010.96,0.71,0.46
2011.04,0.74,0.49
2011.13,0.70,0.51
2011.21,0.78,0.62
2011.29,0.82,0.62
2011.38,0.65,0.50
2011.46,0.73,0.57
2011.54,0.92,0.72
2011.63,0.97,0.71
2011.71,0.79,0.54
2011.79,0.85,0.63
2011.88,0.80,0.55
2011.96,0.81,0.53
2012.04,0.63,0.45
2012.13,0.59,0.48
2012.21,0.72,0.56
2012.29,0.80,0.68
2012.38,0.95,0.75
2012.46,0.73,0.63
2012.54,0.59,0.54
2012.63,0.86,0.61
2012.71,0.91,0.73
2012.79,0.95,0.76
2012.88,0.96,0.74
2012.96,0.73,0.52
2013.04,0.99,0.67
2013.13,0.76,0.55
2013.21,0.87,0.67
2013.29,0.68,0.53
2013.38,0.68,0.59
2013.46,0.89,0.65
2013.54,0.67,0.57
2013.63,0.81,0.66
2013.71,1.02,0.77
2013.79,0.86,0.67
2013.88,0.90,0.78
2013.96,0.84,0.65
2014.04,0.96,0.73
2014.13,0.68,0.52
2014.21,0.79,0.76
2014.29,0.89,0.77
2014.38,1.05,0.85
2014.46,0.78,0.66
2014.54,0.73,0.56
2014.63,0.86,0.80
2014.71,1.11,0.88
2014.79,1.03,0.82
2014.88,0.81,0.65
2014.96,0.99,0.78
2015.04,0.97,0.81
2015.13,1.09,0.87
2015.21,1.12,0.90
2015.29,0.79,0.75
2015.38,0.85,0.75
2015.46,0.86,0.79
2015.54,0.71,0.71
2015.63,0.90,0.79
2015.71,0.82,0.82
2015.79,1.21,1.08
2015.88,1.23,1.05
2015.96,1.42,1.12
2016.04,1.40,1.18
2016.13,1.67,1.35
2016.21,1.66,1.32
2016.29,1.38,1.09
2016.38,1.15,0.91
2016.46,0.92,0.78
2016.54,0.98,0.82
2016.63,1.30,0.99
2016.71,1.11,0.87
2016.79,1.22,0.89
2016.88,1.20,0.90
2016.96,1.15,0.83
2017.04,1.16,0.98
2017.13,1.44,1.12
2017.21,1.40,1.14
2017.29,1.19,0.94
2017.38,1.23,0.89
2017.46,0.78,0.69
2017.54,1.11,0.84
2017.63,1.09,0.85
